Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Tamallalt,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60221|primary,Africa,,Morocco,31.8172,-7.5069,620,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tamanar,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60179|primary,Africa,,Morocco,31.0027,-9.6747,356,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tanger Med,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60112|primary,Africa,,Morocco,35.8781,-5.5128,32,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-09-28,MAR NMHS 
Taounate,,	2012-07-26,,Operational,Unknown,Land (fixed),0-504-1-60224|primary,Africa,,Morocco,34.5375,-4.6342,602,,,,,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Tarfaya,,	2012-02-24,,Operational,Unknown,Land (fixed),0-504-1-60291|primary,Africa,,Morocco,27.93828,-12.931,20,GPS,UTC,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,,,Warm temperate - Dry and hot summer,Water bodies(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of very low altitude,,GOS General:Operational,	2021-08-23,MAR NMHS 
Targuist,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60225|primary,Africa,,Morocco,34.9386,-4.3206,1036,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Taroudant,,	1992-01-01,,Operational,Operational,Land (fixed),0-20000-0-60253|primary,Africa,,Morocco,30.5,-8.8166666667,264,GPS,,Direction Générale de la Météorologie (Morocco),,www.marocmeteo.ma,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-09,Mounir Aziz
Tata,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60206|primary,Africa,,Morocco,29.74083,-7.97361,723,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Taza Hammou Meftah,,	2012-03-19,,Operational,Partly operational,Land (fixed),0-504-1-60144|primary,Africa,,Morocco,34.2296805,-3.9436974,513,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2022-03-25,MAR NMHS 
Taznakht,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60315|primary,Africa,,Morocco,30.72555,-7.220833,145,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tendrara,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60164|primary,Africa,,Morocco,33.052912,-2.012222,1469,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within valleys of high altitude,,GOS General:Operational,	2021-08-23,MAR NMHS 
Thar Essouk,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60297|primary,Africa,,Morocco,34.65,-4.2666,522,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tichla,,	2013-01-01,,Operational,Unknown,Land (fixed),0-504-1-60273|primary,Africa,,Morocco,21.5834,-14.9721,280,GPS,UTC,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of low altitude,6|8,"RBON:Operational, RBSN(S) - deprecated:Closed",	2021-09-28,Mounir Aziz
Tiflet,,	2013-01-02,,Operational,Operational,Land (fixed),0-504-1-60306|primary,Africa,,Morocco,33.894166,-6.3222,35,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tinghir,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60145|primary,Africa,,Morocco,31.5332,-5.6044,1291,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Steppe - Hot arid,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Tit Mellil,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60157|primary,Africa,,Morocco,33.5833,-7.45,90,From map,,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,www.marocmeteo.ma,,,,,,50|3500,GOS General:Operational,	2021-09-28,MAR NMHS 
Toubkal,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60246|primary,Africa,,Morocco,30.9928,-7.8164,1730,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tétouan,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-60318|primary,Africa,,Morocco,35.5927777778,-5.3316666667,4,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-12-03,Mounir Aziz
Youssoufia,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60173|primary,Africa,,Morocco,32.2672,-8.5325,276,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Zag,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60226|primary,Africa,,Morocco,28.0167,-9.2833,400,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Zagora,,	2012-05-02,,Operational,Operational,Land (fixed),0-504-0-60275|primary,Africa,,Morocco,30.265797,-5.850113,733,,UTC,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,www.marocmeteo.ma,Zagora airport,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,5|50,GOS General:Operational,	2021-09-28,MAR NMHS 
Zaida,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60148|primary,Africa,,Morocco,32.81,-4.997222,1500,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Desert - Hot arid,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of high altitude,,GOS General:Operational,	2021-08-23,MAR NMHS 
Zaio,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60132|primary,Africa,,Morocco,34.9398,-2.7484,185,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Zaouiat Cheikh,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60241|primary,Africa,,Morocco,32.6842,-5.8814,722,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Zemamra,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60243|primary,Africa,,Morocco,32.625,-8.7025,173,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
