Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Lannemezan,"CRA,Center of Atmospheric Research,P2OA-CRA",	1967-09-01,,Operational,Unknown,Land (fixed),0-20008-0-LZA|primary,Europe,,France,43.128275,0.3674194,592,From map,UTC,Centre National de Recherche Scientifique - Université de Toulouse Paul Sabatier,http://p2oa.aero.obs-mip.fr,http://p2oa.aero.obs-mip.fr/spip.php?rubrique2,"This is Lannemezan (Center of Atmospheric Research) station, part of Pyrenean Platform for Observation of the Atmosphere (P2OA). Fully instrumented with (i) VHF radar wind profiler measuring from 2km to 16km; (ii) UHF radar wind profiler measuring from 200m to 4km; (iii) 60m tower for meteorological and flux measurements; (iv) Dobson spectrophotometer measuring total column O3; (v) total sky observing and estimating cloud cover",Warm Temperate - Fully humid - Warm summer,Mixed forest(Surface cover types (IGBP)),"Roughly open (Low crops; occasional large obstacles, x/H > 20)",,,NDACC:Operational,	2017-11-01,Léa Freydier
MACON,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07385|primary,Europe,,France,46.2966666667,4.7986111111,222,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;MAN/AUT*;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MARCE,,	1999-03-01,,Operational,Operational,Land (fixed),0-20000-0-07228|primary,Europe,,France,47.561833,-0.317,53,GPS,UTC+1,Météo France,,,,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
MARIGNANE,,,,Operational,Operational,Land (fixed),0-20000-0-07650|primary,Europe,,France,43.4377777778,5.2161111111,21,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR;WP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
MAUPERTUS GONNEVILLE,,,,Operational,Operational,Land (fixed),0-20000-0-07024|primary,Europe,,France,49.6527777778,-1.4636111111,140,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MEAULTE,,	1987-05-01,,Operational,Operational,Land (fixed),0-20000-0-07059|primary,Europe,,France,49.971833,2.703833,107,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
MELUN,,	1984-01-01,,Operational,Operational,Land (fixed),0-20000-0-07153|primary,Europe,,France,48.6105555556,2.6794444444,93,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
MENDE,,	1985-01-01,,Operational,Operational,Land (fixed),0-20000-0-07554|primary,Europe,,France,44.5336111111,3.4544444444,932,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
MILLAU,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07558|primary,Europe,,France,44.1186111111,3.0194444444,712,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MONT AIGOUAL,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-07560|primary,Europe,,France,44.1213888889,3.5813888889,1567,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);GSN;RBCN;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
MONT-COLOMBIS RADAR,,	2012-07-01,,Operational,Unknown,Land (fixed),0-20000-0-07578|primary,Europe,,France,44.49611,6.22027,1724,Survey,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2017-05-19,Jean-Pierre AUBAGNAC
MONT-DE-MARSAN,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07607|primary,Europe,,France,43.9097222222,-0.5002777778,62,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MONT-MAUREL RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07572|primary,Europe,,France,44.0127777778,6.5291666667,1772,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
MONTANCY-RADAR,,	2007-11-06,,Operational,Unknown,Land (fixed),0-20000-0-07291|primary,Europe,,France,47.368667,7.019,913,Survey,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2018-06-29,Jean-Pierre AUBAGNAC
MONTAUBAN,,	1995-01-01,,Operational,Operational,Land (fixed),0-20000-0-07540|primary,Europe,,France,44.0280555556,1.3766666667,108,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MONTCLAR RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07637|primary,Europe,,France,43.9905555556,2.6097222222,667,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
MONTELIMAR,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07577|primary,Europe,,France,44.5811111111,4.7330555556,73,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
MONTPELLIER,,	1827-01-01,,Operational,Operational,Land (fixed),0-20000-0-07643|primary,Europe,,France,43.5769444444,3.9630555556,5,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT+;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
MOUCHEROTTE RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07468|primary,Europe,,France,45.1477777778,5.6394444444,1895,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,GOS General:Operational,	2016-04-28,
MURET-LHERM,,	1996-01-01,,Operational,Operational,Land (fixed),0-20000-0-07628|primary,Europe,,France,43.4513888889,1.2619444444,190,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
NANCY-ESSEY,,	1927-09-12,,Operational,Operational,Land (fixed),0-20000-0-07180|primary,Europe,,France,48.687833,6.2215,212,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;MAN/AUT*;METAR;RAD;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
NANCY-OCHEY,,	1963-01-01,,Operational,Operational,Land (fixed),0-20000-0-07181|primary,Europe,,France,48.581,5.959833,336,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RBCN;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
NANTES-BOUGUENAIS,,,,Operational,Operational,Land (fixed),0-20000-0-07222|primary,Europe,,France,47.15,-1.6088888889,27,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
NEVERS-MARZY,,,,Operational,Operational,Land (fixed),0-20000-0-07260|primary,Europe,,France,46.9983333333,3.1127777778,183,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
NICE,,	1806-01-01,,Operational,Operational,Land (fixed),0-20000-0-07690|primary,Europe,,France,43.6488888889,7.2088888889,4,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);MAN/AUT;METAR;RAD;RBCN;RBSN(S);SEA;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; State of sea observations; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
NIMES GARONS,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07646|primary,Europe,,France,43.7594444444,4.4172222222,94,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
NIMES-COURBESSAC,,	1921-01-01,,Operational,Operational,Land (fixed),0-20000-0-07645|primary,Europe,,France,43.8569444444,4.4063888889,60,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;RBSN(T);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, RBSN(T) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
NIMES-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07658|primary,Europe,,France,43.8061111111,4.5027777778,71,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
NIORT,,	1986-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-07330|primary,Europe,,France,46.3155555556,-0.4002777778,61,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
OPOUL-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07745|primary,Europe,,France,42.9183333333,2.865,702,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
ORANGE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07579|primary,Europe,,France,44.1444444444,4.8611111111,60,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
ORLEANS,,	2001-01-01,,Operational,Operational,Land (fixed),0-20000-0-07249|primary,Europe,,France,47.9908333333,1.7783333333,126,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
ORLY,,,,Operational,Operational,Land (fixed),0-20000-0-07149|primary,Europe,,France,48.7166666667,2.3844444444,89,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);MAN/AUT;METAR;RAD;RBCN;RBSN(S);SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
OUESSANT-STIFF,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07100|primary,Europe,,France,48.4733333333,-5.0569444444,64,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;MAN/AUT;SEA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
PARIS-MONTSOURIS,,	1883-02-06,,Operational,Operational,Land (fixed),0-20000-0-07156|primary,Europe,,France,48.8216666667,2.3377777778,75,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
PAU-UZEIN,,,,Operational,Operational,Land (fixed),0-20000-0-07610|primary,Europe,,France,43.385,-0.4163888889,188,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
PERPIGNAN,,,,Operational,Operational,Land (fixed),0-20000-0-07747|primary,Europe,,France,42.7372222222,2.8727777778,44,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
PLABENNEC-RADAR,,	1982-01-01,,Operational,Unknown,Land (fixed),0-20000-0-07108|primary,Europe,,France,48.4608333333,-4.4297222222,96,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
PLOUDALMEZEAU,,	1998-02-01,,Operational,Operational,Land (fixed),0-20000-0-07101|primary,Europe,,France,48.548,-4.664167,40,GPS,UTC+1,Météo France,,,,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
PLOUMANAC'H,,,,Operational,Operational,Land (fixed),0-20000-0-07117|primary,Europe,,France,48.8258333333,-3.4730555556,55,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;C;CLIMAT(C);MAN/AUT*;RBCN;RBSN(S);SEA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
POINTE DE CHASSIRON,,,,Operational,Operational,Land (fixed),0-20000-0-07314|primary,Europe,,France,46.0469444444,-1.4116666667,11,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT/MAN;C;CLIMAT(C);RBCN;RBSN(S);SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
POINTE DE SOCOA,,,,Operational,Operational,Land (fixed),0-20000-0-07600|primary,Europe,,France,43.3944444444,-1.6863888889,21,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT/MAN;C (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
POITIERS-BIARD,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07335|primary,Europe,,France,46.5938888889,0.3144444444,129,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
PONTOISE,,	1946-11-01,,Operational,Operational,Land (fixed),0-20000-0-07053|primary,Europe,,France,49.090333,2.0285,87,GPS,UTC+1,Météo France,,,,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
PTE DE LA HAGUE,,	1879-06-01,,Operational,Operational,Land (fixed),0-20000-0-07020|primary,Europe,,France,49.7252777778,-1.9397222222,6,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);MAN/AUT;RBCN;RBSN(S);SEA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
Peyrusse Vieille,,	1995-01-01,,Operational,Unknown,Land (fixed),0-20008-0-PYE|primary,Europe,,France,43.62,0.18,200,,UTC+2,,,,"This station in the South West of France is located in the Gers County. This region is the most rural of France, and the population density is 28 inhabitants per square kilometre. The site is near the village of Peyrusse Vieille at an altitude of 226 m, in a region where valley networks are separated by forested hills with slow inclination. The subsoil is limestone and clay. Easterly winds normally prevail. The site is far away from urban or industrial sources of pollution. It is located 130 km away from the Atlantic coast, 45 km away from the forest of Landes, and 32 km west of the city of Auch (23 136 inhabitants).",Warm Temperate - Dry winter - Hot summer,,,,,"EMEP:Operational, GAW Regional:Operational",	2013-12-05,Stéphane Sauvage
QUIMPER,,	1973-01-01,,Operational,Operational,Land (fixed),0-20000-0-07201|primary,Europe,,France,47.9727777778,-4.1605555556,89,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
RECHICOURT-RADAR,,	1984-12-01,,Operational,Unknown,Land (fixed),0-20000-0-07182|primary,Europe,,France,48.715833,6.5815,286,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2018-06-29,Jean-Pierre AUBAGNAC
REIMS-PRUNAY,,	2012-04-23,,Operational,Operational,Land (fixed),0-20000-0-07072|primary,Europe,,France,49.209833,4.155333,95,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
REMIREMONT,,	2022-02-03,,Operational,Unknown,Land (fixed),0-250-0-88383001|primary,Europe,,France,48.0185,6.5915,384,,UTC+1,Météo France,,,,Warm Temperate - Fully humid - Warm summer,,,,,GOS General:Operational,	2023-04-28,Joel GUEUSQUIN
RENNES-SAINT JACQUES,,,,Operational,Operational,Land (fixed),0-20000-0-07130|primary,Europe,,France,48.0688888889,-1.7338888889,38,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;METAR;RAD;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
ROISSY,,,,Operational,Operational,Land (fixed),0-20000-0-07157|primary,Europe,,France,49.0152777778,2.5344444444,119,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;MAN/AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
ROMORANTIN,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07247|primary,Europe,,France,47.3197222222,1.6875,88,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
ROUEN-BOOS,,	1968-03-01,,Operational,Operational,Land (fixed),0-20000-0-07037|primary,Europe,,France,49.383,1.181667,151,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
