Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
Rizomata,,	2010-12-10,,Operational,Operational,Land (fixed),0-300-1-rizomata|primary,Europe,,Greece,40.367049,22.238144,650,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
SAMOS (AIRPORT),,	1979-01-01,,Operational,Operational,Land (fixed),0-20000-0-16723|primary,Europe,,Greece,37.6908333333,26.9161111111,5.79,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-10-19,Nick KALAMARAS
SERRAI,,	1936-01-01,,Operational,Operational,Land (fixed),0-20000-0-16606|primary,Europe,,Greece,41.0765,23.5294,32.05,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);EVAP;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,RBON:Operational,	2022-10-19,Nick KALAMARAS
SITIA,,	1932-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16757|primary,Europe,,Greece,35.2156,26.1029,113.65,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);SUNDUR;SEMI-AUT,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
SKYROS (AIRPORT),,	1940-01-01,,Operational,Operational,Land (fixed),0-20000-0-16684|primary,Europe,,Greece,38.9631,24.4905,20.66,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBSN(S);SNOW;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of very low altitude,0|0,"GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-10-19,Nick KALAMARAS
SOUDA (AIRPORT),,	1958-07-01,,Operational,Operational,Land (fixed),0-20000-0-16746|primary,Europe,,Greece,35.5286111111,24.1452777778,149.35,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);GSN;METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, GSN:Operational, RBON:Operational",	2021-02-04,Nick KALAMARAS
Sagaiika,,	2021-08-13,,Operational,Operational,Land (fixed),0-300-1-sagaiika|primary,Europe,,Greece,38.105332,21.469601,33,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Salamina,,	2016-05-20,,Operational,Operational,Land (fixed),0-300-1-salamina|primary,Europe,,Greece,37.94041181,23.48065517,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Samaria,,	2008-07-05,,Operational,Operational,Land (fixed),0-300-1-samaria|primary,Europe,,Greece,35.309225,23.916994,1250,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Samariagorge,,	2013-07-13,,Operational,Operational,Land (fixed),0-300-1-samariagorge|primary,Europe,,Greece,35.288,23.9586,349,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Samos (NOA),,	2008-08-14,,Operational,Operational,Land (fixed),0-300-1-samos|primary,Europe,,Greece,37.79368,26.681991,10,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Samos2,,	2022-02-04,,Operational,Unknown,Land (fixed),0-300-1-samos2|primary,Europe,,Greece,37.785209,26.704536,29,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Samothraki,,	2009-03-12,,Operational,Unknown,Land (fixed),0-300-0-16602|primary,Europe,,Greece,40.4727,25.4552,3.75,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,"Non-affiliated:Operational, RBON:Operational",	2022-08-08,Alexander Scheid
Samothraki (NOA),,	2008-07-29,,Operational,Operational,Land (fixed),0-300-1-samothraki|primary,Europe,,Greece,40.462,25.50109,90,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Santorini,,	2013-06-28,,Operational,Operational,Land (fixed),0-300-1-santorini|primary,Europe,,Greece,36.41726,25.4356,183,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Schinias,,	2002-08-16,,Operational,Operational,Land (fixed),0-300-0-16797|primary,Europe,,Greece,38.1536,24.0165,2.01,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Schinoussa,,	2013-07-03,,Operational,Operational,Land (fixed),0-300-1-schinoussa|primary,Europe,,Greece,36.869993,25.519133,72,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sebronas,,	2015-05-30,,Operational,Operational,Land (fixed),0-300-1-sebronas|primary,Europe,,Greece,35.37805556,23.81055556,670,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Seli,,	2007-11-24,,Operational,Operational,Land (fixed),0-300-1-seli|primary,Europe,,Greece,40.54466,22.01648,1510,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Serres (NOA),,	2013-05-22,,Operational,Operational,Land (fixed),0-300-1-serres|primary,Europe,,Greece,41.072641,23.517056,32,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Serres-mandraki,,	2022-03-30,,Operational,Operational,Land (fixed),0-300-1-serresmandraki|primary,Europe,,Greece,41.26279,23.11543,72,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Serres-therma,,	2018-11-24,,Operational,Operational,Land (fixed),0-300-1-serrestherma|primary,Europe,,Greece,40.91528382,23.55614671,29,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Setta,,	2012-10-01,,Operational,Operational,Land (fixed),0-300-1-setta|primary,Europe,,Greece,38.5749278,23.9287514,925,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sfakia,,	2013-02-09,,Operational,Operational,Land (fixed),0-300-1-sfakia|primary,Europe,,Greece,35.230218,24.017898,770,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sifnos,,	2019-06-10,,Operational,Operational,Land (fixed),0-300-1-sifnos|primary,Europe,,Greece,36.9890708,24.6748514,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Simonopetra,,	2015-06-17,,Operational,Operational,Land (fixed),0-300-1-simonopetra|primary,Europe,,Greece,40.191713,24.247924,278,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sindos,,	2015-01-18,,Operational,Operational,Land (fixed),0-300-1-sindos|primary,Europe,,Greece,40.653636,22.825346,4,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sisi,,	2021-11-13,,Operational,Operational,Land (fixed),0-300-1-sisi|primary,Europe,,Greece,35.308747,25.519232,6,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Sitia (NOA),,	2010-05-11,,Operational,Operational,Land (fixed),0-300-1-sitia|primary,Europe,,Greece,35.205,26.095,30,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Siva,,	2020-12-27,,Operational,Operational,Land (fixed),0-300-1-siva|primary,Europe,,Greece,35.017889,24.812,96,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Ska,,	2016-06-04,,Operational,Operational,Land (fixed),0-300-1-ska|primary,Europe,,Greece,38.065022,23.739884,149,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Skala,,	2022-01-21,,Operational,Operational,Land (fixed),0-300-1-skala|primary,Europe,,Greece,36.846594,22.660761,9,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Skiathos (Airport),,	1986-11-06,,Operational,Operational,Land (fixed),0-300-0-16660|primary,Europe,,Greece,39.1753,23.5018,2,,,Hellenic National Meteorological Service,,,,,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)(Surface cover types (GlobCover2009))",,(unknown) at lowest relative elevation within hills of very low altitude,4|30,RBON:Operational,	2022-08-08,Alexander Scheid
Skiathos (NOA),,	2008-11-19,,Operational,Operational,Land (fixed),0-300-1-skiathos|primary,Europe,,Greece,39.165994,23.487506,18,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Skiathos-xanemos,,	2019-09-07,,Operational,Operational,Land (fixed),0-300-1-skiathosxanemos|primary,Europe,,Greece,39.18333333,23.50777778,25,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Skopelos,,	2009-01-01,,Silent,Unknown,Land (fixed),0-300-0-16664|primary,Europe,,Greece,39.2075,23.5933,70,,,Hellenic National Meteorological Service,,,,,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within hills of very low altitude,,Non-affiliated:Non-reporting,	2020-03-04,Nick KALAMARAS
Skopelos (NOA),,	2007-11-27,,Operational,Operational,Land (fixed),0-300-1-skopelos|primary,Europe,,Greece,39.12172,23.72651,60,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Skyros (NOA),,	2009-06-19,,Operational,Operational,Land (fixed),0-300-1-skyros|primary,Europe,,Greece,38.84186,24.53584,23,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-20,Nick KALAMARAS
Smokovo,,	2021-02-26,,Operational,Operational,Land (fixed),0-300-1-smokovo|primary,Europe,,Greece,39.116815,22.166685,444,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Sofades,,	2008-04-02,,Operational,Operational,Land (fixed),0-300-0-16629|primary,Europe,,Greece,39.3424,22.1078,108.75,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Souda,,	2021-07-20,,Operational,Operational,Land (fixed),0-300-1-souda|primary,Europe,,Greece,35.493828,24.046589,6,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Soufli,,	2008-04-02,,Operational,Operational,Land (fixed),0-300-0-16851|primary,Europe,,Greece,41.1939,26.2906,118.5,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Sounio,,	2019-06-11,,Operational,Operational,Land (fixed),0-300-1-sounio|primary,Europe,,Greece,37.659331,24.012229,32,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Sparti,,	2009-01-19,,Operational,Operational,Land (fixed),0-300-1-sparti|primary,Europe,,Greece,37.053581,22.437633,204,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Spata,,	2008-12-19,,Operational,Operational,Land (fixed),0-300-1-spata|primary,Europe,,Greece,37.982856,23.909169,120,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Spetses (NOA),,	2012-06-13,,Operational,Operational,Land (fixed),0-300-1-spetses|primary,Europe,,Greece,37.268114,23.154881,3,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Spili,,	2007-10-31,,Operational,Operational,Land (fixed),0-300-1-spili|primary,Europe,,Greece,35.2188,24.5354,405,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Stalos,,	2018-09-23,,Operational,Operational,Land (fixed),0-300-1-stalos|primary,Europe,,Greece,35.502899,23.934664,93,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-20,Nick KALAMARAS
Stefani,,	2019-04-15,,Operational,Operational,Land (fixed),0-300-1-stefani|primary,Europe,,Greece,38.178581,23.547931,573,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Stemnitsa,,	2012-03-16,,Operational,Operational,Land (fixed),0-300-1-stemnitsa|primary,Europe,,Greece,37.555739,22.08134,1094,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Steni,,	2007-12-04,,Operational,Operational,Land (fixed),0-300-1-steni|primary,Europe,,Greece,38.581422,23.835551,450,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Stratoni,,	2009-08-04,,Operational,Operational,Land (fixed),0-300-1-stratoni|primary,Europe,,Greece,40.515033,23.828907,5,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Strofades,,	2012-07-19,,Operational,Unknown,Land (fixed),0-300-0-16836|primary,Europe,,Greece,37.2461,21.0114,15,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Stylida,,	2021-02-09,,Operational,Operational,Land (fixed),0-300-1-stylida|primary,Europe,,Greece,38.912428,22.662583,55,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Styra,,	2008-08-06,,Operational,Operational,Land (fixed),0-300-1-styra|primary,Europe,,Greece,38.183,24.21,27,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Syros,,	1991-06-17,,Operational,Operational,Land (fixed),0-300-0-16774|primary,Europe,,Greece,37.4212,24.9477,69.85,,UTC+2,Hellenic National Meteorological Service,,,,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
TANAGRA (AIRPORT),,	1957-01-01,,Operational,Operational,Land (fixed),0-20000-0-16699|primary,Europe,,Greece,38.3354,23.5629,138.05,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;SPECI;SUNDUR;SEMI-AUT,,,,,,RBON:Operational,	2022-10-19,Nick KALAMARAS
TATOI,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16715|primary,Europe,,Greece,38.1069,23.7801,236.55,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SEMI-AUT,,,,,516|3760,GOS General:Operational,	2022-10-19,Nick KALAMARAS
THESSALONIKI (AIRPORT),,	1959-01-17,,Operational,Operational,Land (fixed),0-20000-0-16622|primary,Europe,,Greece,40.529,22.9703,1.68,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;RBCN;RBSN(ST);SNOW;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey. NOTE: Upper-air station is NOT affiliated to GBON,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational, WRO:Operational",	2023-05-31,Nick KALAMARAS
THIRA (AIRPORT),,	1974-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16744|primary,Europe,,Greece,36.4022,25.4737,40.29,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;SPECI;SUNDUR;SEMI-AUT,,,,,10|10,RBON:Operational,	2022-08-08,Alexander Scheid
TRIKALA,,	1987-01-01,	2011-04-12,Closed,Unknown,Land (fixed),0-20000-0-16645|primary,Europe,,Greece,39.55,21.7666666667,112,,,Hellenic National Meteorological Service,,,This station ceased its operation in 2011.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
TRIPOLIS (AIRPORT),,	1949-09-01,,Operational,Operational,Land (fixed),0-20000-0-16710|primary,Europe,,Greece,37.5247,22.3972,650.57,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AGRIMET;CLIMAT(C);EVAP;M;METAR;RBSN(S);SNOW;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,"GOS General:Operational, RBON:Operational",	2022-11-01,Nick KALAMARAS
TYMBAKION (AIRPORT),,	1959-01-01,	2021-12-16,Operational,Unknown,Land (fixed),0-20000-0-16759|primary,Europe,,Greece,35.0665,24.7621,6,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;METAR;SOILTEMP,,,,,,RBON:Operational,	2022-08-08,Alexander Scheid
Taktikoupoli,,	2017-12-18,,Operational,Operational,Land (fixed),0-300-1-taktikoupoli|primary,Europe,,Greece,37.51918669,23.36087728,15,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tanagra (NOA),,	2007-07-20,,Operational,Operational,Land (fixed),0-300-1-tanagra|primary,Europe,,Greece,38.3325,23.583889,133,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Tatoi (NOA),,	2014-11-05,,Operational,Operational,Land (fixed),0-300-1-tatoi|primary,Europe,,Greece,38.121158,23.794936,282,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-27,Nick KALAMARAS
Terovo,,	2021-03-24,,Operational,Operational,Land (fixed),0-300-1-terovo|primary,Europe,,Greece,39.42507,20.905772,544,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
