Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
MONDSEE,,	1964-11-01,,Operational,Operational,Land (fixed),0-20000-0-11153|primary,Europe,,Austria,47.8508338928,13.3472223282,481,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-10-01,Silke Adler
MURAU,,	1989-01-01,,Operational,Operational,Land (fixed),0-20000-0-11280|primary,Europe,,Austria,47.1111106872,14.176944732,816,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2021-10-05,Silke Adler
NAUDERS,,,,Operational,Silent,Land (fixed),0-20000-0-11113|primary,Europe,,Austria,46.8911094666,10.4969444275,1330.2,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;IRREGULAR+;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2021-09-28,AUT NMHS
NEUMARKT,,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-11220|primary,Europe,,Austria,47.0697212219,14.4247226715,869,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
NEUSIEDL AM SEE,,	2004-08-01,,Operational,Unknown,Land (fixed),0-20000-0-11194|primary,Europe,,Austria,47.9508333333,16.8416666667,147.5,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2018-10-01,Silke Adler
NEUSIEDL/SEE,,	2017-01-01,,Operational,Operational,Land (fixed),0-20000-0-11072|primary,Europe,,Austria,47.9491653442,16.8288879395,117,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2023-12-13,Silke Adler
OBERGURGL,,	1953-01-01,,Operational,Operational,Land (fixed),0-20000-0-11127|primary,Europe,,Austria,46.8669433594,11.0244445801,1941,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
OBERTAUERN,,	1971-06-01,,Operational,Operational,Land (fixed),0-20000-0-11149|primary,Europe,,Austria,47.2488899231,13.5597219467,1772,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
OBERVELLACH,,	1986-12-01,	2017-03-16,Closed,Unknown,Land (fixed),0-20000-0-11261|primary,Europe,,Austria,46.9288902283,13.2233333588,809,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2022-09-14,Silke Adler
PATSCHERKOFEL,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-11126|primary,Europe,,Austria,47.2088888889,11.4622222222,2251,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;M;METAR;MONT;RAREP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational, WRO:Operational",	2017-03-13,Silke Adler
PITZTALER GLETSCHER,,	1994-01-01,,Operational,Operational,Land (fixed),0-20000-0-11316|primary,Europe,,Austria,46.9269447327,10.8791666031,2863.9,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
POERTSCHACH,,	1982-10-01,,Operational,Operational,Land (fixed),0-20000-0-11278|primary,Europe,,Austria,46.6308326721,14.1652774811,450,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
POYSDORF,,	1965-11-01,,Operational,Operational,Land (fixed),0-20000-0-11032|primary,Europe,,Austria,48.6691665649,16.6375007629,198,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
PRAEBICHL,,	1936-01-01,,Operational,Operational,Land (fixed),0-20000-0-11161|primary,Europe,,Austria,47.5216674805,14.9541664124,1215,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
PREITENEGG,,	1941-12-01,,Operational,Operational,Land (fixed),0-20000-0-11214|primary,Europe,,Austria,46.938333,14.920278,1059,,UTC+1,"GeoSphere Austria - Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;M;METAR;MONT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,Snow - Fully humid - Warm summer,Mosaic grassland (50-70%) / forest or shrubland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2024-03-07,Silke Adler
PUCHBERG,,	1983-01-01,,Operational,Operational,Land (fixed),0-20000-0-11382|primary,Europe,,Austria,47.7902793884,15.9069442749,583,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;MAN 1-5*;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
Pasterze,,	2012-10-01,,Operational,Unknown,Land (fixed),0-40-0-AWSPas1|primary,Europe,,Austria,47.0841,12.7229,2208,,UTC+1,"GeoSphere Austria - Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",http://glacio-live.at/glacier/pas,,"The AWS Pasterze is located in the ablation area of Pasterze Glacier, the largest glacier of the Austrian Alps and a WGMS mass balance reference glacier. The station is operated by Geosphere Austria since 2012 and forms part of a distributed mass balance observation network at Pasterze Glacier. The AWS Pasterze is a GCW CryoNet Station and belongs to the GCW Sonnblick Integrated Site.",Polar - Tundra,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,GCW CryoNet station:Operational,	2023-07-10,Marion Greilinger
RADSTADT,,	1964-11-01,	2016-08-31,Closed,Unknown,Land (fixed),0-20000-0-11147|primary,Europe,,Austria,47.3852767944,13.4561109543,858,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2021-09-30,Silke Adler
RADSTADT Tandalier,,	2016-08-08,,Operational,Operational,Land (fixed),0-20000-0-11208|primary,Europe,,Austria,47.3800010681,13.4408330917,835,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
RAMSAU/DACHSTEIN,,,,Operational,Operational,Land (fixed),0-20000-0-11351|primary,Europe,,Austria,47.42527771,13.6341667175,1207,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
RANSHOFEN,,	1994-07-01,,Operational,Operational,Land (fixed),0-20000-0-11051|primary,Europe,,Austria,48.2241668701,13.0283336639,382,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
RAUCHENWARTH BEI SCHWECHAT,,,,Operational,Unknown,Land (fixed),0-20000-0-11038|primary,Europe,,Austria,48.0738888889,16.5361111111,205,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RAREP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
RAURIS,,	1993-06-01,,Operational,Operational,Land (fixed),0-20000-0-11346|primary,Europe,,Austria,47.2236099243,12.9925003052,933.8,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
RAX/SEILBAHN-BERGSTAT,,	1995-05-01,,Operational,Operational,Land (fixed),0-20000-0-11180|primary,Europe,,Austria,47.717498779,15.7786111111,1547,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;M;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2021-10-01,Silke Adler
REICHENAU/RAX,,,,Operational,Operational,Land (fixed),0-20000-0-11380|primary,Europe,,Austria,47.69972229,15.8369445801,488,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
REICHERSBERG,,	2008-06-25,,Operational,Unknown,Land (fixed),0-20000-0-11004|primary,Europe,,Austria,48.3311111111,13.3761111111,351,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2020-02-11,Silke Adler
RETZ,,	1930-01-01,,Operational,Operational,Land (fixed),0-20000-0-11022|primary,Europe,,Austria,48.7611122131,15.9416666031,320,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
REUTTE,,	1994-07-01,,Operational,Operational,Land (fixed),0-20000-0-11314|primary,Europe,,Austria,47.4944458008,10.7152776718,841.8,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Polar - Tundra,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2023-05-17,Silke Adler
REUTTE-Tirol,,	2008-09-01,,Operational,Unknown,Land (fixed),0-20000-0-11116|primary,Europe,,Austria,47.4949989319,10.7152776718,850,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2021-09-28,AUT NMHS
RIED IM INNKREIS,,,,Operational,Operational,Land (fixed),0-20000-0-11053|primary,Europe,,Austria,48.2172241211,13.4750003815,427,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ROHRBACH,,	1948-05-23,,Operational,Operational,Land (fixed),0-20000-0-11008|primary,Europe,,Austria,48.5672225952,14.0044441223,613,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Warm Temperate - Fully humid - Warm summer,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within hills of middle altitude,,"GBON:Operational, GOS General:Operational",	2022-02-14,Silke Adler
RUDOLFSHUETTE-ALPINZENTRUM,,	1961-08-01,,Operational,Operational,Land (fixed),0-20000-0-11138|primary,Europe,,Austria,47.1349983215,12.6258335114,2317,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;M;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Polar - Tundra,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,"GBON:Operational, GOS General:Operational",	2021-09-30,Silke Adler
Rojacher,,	2023-09-01,,Operational,Unknown,Land (fixed),0-40-0-AWSRoj1|primary,Europe,,Austria,47.048,12.9678,2700,,UTC+1,"GeoSphere Austria - Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",,,The AWS Rojacher is located next to the glacier Goldbergkees at Sonnblick. The station is operated by Geosphere Austria since 2023. The AWS Rojacher belongs to the GCW Sonnblick Integrated Site.,Polar - Tundra,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within rises of high altitude,,GCW CryoNet station:Operational,	2023-07-10,Marion Greilinger
SAALBACH,,,,Operational,Operational,Land (fixed),0-20000-0-11366|primary,Europe,,Austria,47.3877792358,12.6483335495,975,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SALZBURG-FLUGHAFEN,,	1939-03-01,,Operational,Operational,Land (fixed),0-20000-0-11150|primary,Europe,,Austria,47.789389,13.008528,430,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RBCN;RBSN(S);SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Snow - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2020-02-24,Gregor Mitternast
SALZBURG/FREISAAL,,	1987-01-01,,Operational,Operational,Land (fixed),0-20000-0-11350|primary,Europe,,Austria,47.7911109924,13.0541667938,419,GPS,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOILTEMP;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Total radiation measurements.,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of middle altitude,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SCHAERDING,,	1992-12-01,,Operational,Operational,Land (fixed),0-20000-0-11055|primary,Europe,,Austria,48.4641685485,13.4344444444,307,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Warm Temperate - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of middle altitude,,"GBON:Operational, GOS General:Operational",	2021-09-30,Silke Adler
SCHMITTENHOEHE,,	1982-04-01,,Operational,Operational,Land (fixed),0-20000-0-11340|primary,Europe,,Austria,47.3286094666,12.7380552292,1956,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SCHOECKL,,	1928-01-01,,Operational,Operational,Land (fixed),0-20000-0-11241|primary,Europe,,Austria,47.1986122131,15.4663887024,1443,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;M;MONT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SCHROECKEN,,	1947-10-01,,Operational,Silent,Land (fixed),0-20000-0-11306|primary,Europe,,Austria,47.2616666667,10.0861111111,1243.9,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;IRREGULAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Desert - Hot arid,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within valleys of high altitude,0|10,GOS General:Operational,	2023-05-10,Silke Adler
SEEFELD,,	1948-05-01,,Operational,Operational,Land (fixed),0-20000-0-11119|primary,Europe,,Austria,47.32472229,11.1755552292,1181.9,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SEIBERSDORF,,	1982-06-01,,Operational,Operational,Land (fixed),0-20000-0-11387|primary,Europe,,Austria,47.9763870239,16.5049991608,185,(unknown),,"GeoSphere Austria - Bundesanstalt für Geologie, Geophysik, Klimatologie und Meteorologie",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2023-11-16,Silke Adler
SEMMERING,,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-11383|primary,Europe,,Austria,47.6333351135,15.828332901,988,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
SILLIAN,,	1948-01-01,,Operational,Operational,Land (fixed),0-20000-0-11201|primary,Europe,,Austria,46.7463874817,12.4236106873,1081.4,(unknown),UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Polar - Tundra,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of high altitude,,"GBON:Operational, GOS General:Operational",	2021-10-01,Silke Adler
SONNBLICK,,	1887-01-01,	2020-01-22,Closed,Unknown,Land (fixed),0-20000-0-11146|primary,Europe,,Austria,47.0541666667,12.9575,3108.9,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,"Since 23.01.2020 the observation of the station 11146 are assigned to the station SONNBLICK 11343, which was only an automatic station.",Polar - Tundra,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within rises of high altitude,,"CLIMAT(C) - deprecated:Closed, Centennial Observing Stations:Closed, GCW CryoNet station:Closed, GSN:Closed, RBCN - deprecated:Closed, RBON:Closed",	2020-02-03,Silke Adler
SONNBLICK Observatory,"SONNBLICK - AUTOM.,Sonnblick",	1887-01-01,,Operational,Operational,Land (fixed),"0-20000-0-11343|primary,0-20008-0-SNB",Europe,,Austria,47.054018786,12.9576927483,3106,GPS,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,http://www.sonnblick.net,http://geomon.empa.ch/index.php?id=AT34,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Total radiation measurements.,Polar - Tundra,Permanent snow and ice(Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within rises of high altitude,,"BSRN, CLIMAT(C) - deprecated:Closed, Centennial Observing Stations:Operational, EMEP:Operational, GAW Global:Operational, GBON:Operational, GCW CryoNet station, GOS General:Operational, GSN:Operational, NDACC:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-03-20,Elke Ludewig
SPITTAL/DRAU,,,,Operational,Operational,Land (fixed),0-20000-0-11272|primary,Europe,,Austria,46.7905540466,13.4872226715,542,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ST. ANDRAE I.L.,,,,Operational,Operational,Land (fixed),0-20000-0-11229|primary,Europe,,Austria,46.7641677856,14.8280553818,403,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
ST. ANTON AM ARLBERG,,	1957-01-01,,Operational,Unknown,Land (fixed),0-20000-0-11109|primary,Europe,,Austria,47.1316680908,10.2700004578,1289,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: IRREGULAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-04-12,Silke Adler
ST. JOHANN IM PONGAU,,	1985-01-01,,Operational,Operational,Land (fixed),0-20000-0-11142|primary,Europe,,Austria,47.315278,13.183611,634,,UTC+1,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-18,Silke Adler
ST. MICHAEL/LEOBEN,,	1985-09-04,	2013-05-15,Closed,Unknown,Land (fixed),0-20000-0-11174|primary,Europe,,Austria,47.3355555556,15.005,570,,,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2020-02-17,Silke Adler
ST. MICHAEL/LUNGAU,,	1968-12-01,,Operational,Operational,Land (fixed),0-20000-0-11148|primary,Europe,,Austria,47.0944442749,13.6227779388,1052,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT+;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-10-01,Silke Adler
ST. RADEGUND,,,,Operational,Operational,Land (fixed),0-20000-0-11242|primary,Europe,,Austria,47.182220459,15.4897222519,726,(unknown),,Central Institute for Meteorology and Geodynamics-Department for Environmental Meteorology,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-28,AUT NMHS
