Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
SIGHETUL MARMATIEI,,	1948-06-01,,Operational,Operational,Land (fixed),0-20000-0-15004|primary,Europe,,Romania,47.9393033412,23.9043359391,275,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SINAIA 1500,,	1886-01-01,,Operational,Operational,Land (fixed),0-20000-0-15325|primary,Europe,,Romania,45.3549715929,25.51418529,1510,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
SIRIA,,	1984-01-01,,Operational,Operational,Land (fixed),0-20000-0-15179|primary,Europe,,Romania,46.2648555573,21.6627829748,473,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SLATINA,,	1976-08-01,,Operational,Operational,Land (fixed),0-20000-0-15434|primary,Europe,,Romania,44.4421752469,24.3545284292,172,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
SLOBOZIA,,	1979-06-06,,Operational,Operational,Land (fixed),0-20000-0-15425|primary,Europe,,Romania,44.5527589143,27.3835630226,51.18,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
STANA DE VALE,,	1979-01-01,,Operational,Operational,Land (fixed),0-20000-0-15118|primary,Europe,,Romania,46.68806,22.62444,1111,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,Snow - Fully humid - Warm summer,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of middle altitude,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
STANCA STEFANESTI,,	1984-09-01,,Operational,Operational,Land (fixed),0-20000-0-15025|primary,Europe,,Romania,47.832254341,27.2197246685,110,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
STEI,,	1952-07-16,,Operational,Operational,Land (fixed),0-20000-0-15160|primary,Europe,,Romania,46.5280068183,22.4664942118,278,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
STOLNICI,,	1958-11-18,,Operational,Operational,Land (fixed),0-20000-0-15416|primary,Europe,,Romania,44.5627196672,24.7898097642,208.72,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR; AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SUCEAVA,,	1940-03-01,,Operational,Partly operational,Land (fixed),0-20000-0-15023|primary,Europe,,Romania,47.632900414,26.2405527914,352,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);M/B;PH;RBCN;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-07-30,Ancuta MANEA
SULINA,,	1878-01-01,,Operational,Operational,Land (fixed),0-20000-0-15360|primary,Europe,,Romania,45.1623111,29.7268286,12.69,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;C;CLIMAT(C);M/B;RBCN;RBSN(S);SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Water bodies(Surface cover types (GlobCover2009)),,,4|14,"GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-07-30,Ancuta MANEA
SUPURU DE JOS,,	1970-01-01,,Operational,Operational,Land (fixed),0-20000-0-15044|primary,Europe,,Romania,47.4550888274,22.7835807335,159,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically:none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARCU,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-15317|primary,Europe,,Romania,45.2810049052,22.5327216473,2180,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B; SUNDUR; MONT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
TARGOVISTE,,	1895-08-01,,Operational,Operational,Land (fixed),0-20000-0-15375|primary,Europe,,Romania,44.92972222,25.42777778,296.49,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
TARGU LAPUS,,	1984-01-01,,Operational,Operational,Land (fixed),0-20000-0-15047|primary,Europe,,Romania,47.4396279324,23.8722144087,363,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARGU LOGRESTI,,	1953-01-01,,Operational,Operational,Land (fixed),0-20000-0-15369|primary,Europe,,Romania,44.8780985268,23.708702262,262,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARGU NEAMT,,	1899-01-01,,Operational,Operational,Land (fixed),0-20000-0-15073|primary,Europe,,Romania,47.2121375672,26.3791903054,387,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARGU OCNA,,	1894-02-01,,Operational,Operational,Land (fixed),0-20000-0-15194|primary,Europe,,Romania,46.2727079276,26.6410447048,242,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARGU SECUIESC,,	1954-02-01,,Operational,Operational,Land (fixed),0-20000-0-15217|primary,Europe,,Romania,45.9929011242,26.1150763345,568,GPS,UTC+2,National Meteorological Administration,,,Oservation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TARGU-JIU,,	1899-01-01,,Operational,Operational,Land (fixed),0-20000-0-15340|primary,Europe,,Romania,45.04055555,23.26027777,204.26,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR; AGRIMET; PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
TARGU-MURES,,	1924-02-01,,Operational,Operational,Land (fixed),0-20000-0-15145|primary,Europe,,Romania,46.52805555,24.52249999,310,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: A;AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
TARNAVENI,,	1987-01-01,,Operational,Operational,Land (fixed),0-20000-0-15165|primary,Europe,,Romania,46.360077246,24.2259752006,523,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RSD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radar storm and meteorological phenomena detection.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
TEBEA,,	1963-04-15,,Operational,Operational,Land (fixed),0-20000-0-15206|primary,Europe,,Romania,46.169477607,22.7261887503,273,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TECUCI,,	1904-08-13,,Operational,Operational,Land (fixed),0-20000-0-15265|primary,Europe,,Romania,45.8415702599,27.4090147093,60,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
TIMISOARA,,	1921-06-01,,Operational,Operational,Land (fixed),0-20000-0-15247|primary,Europe,,Romania,45.77105643,21.258071077,86,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);M/B;PH;RAD;RBCN;RSD;SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radiation measurements.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,378|870,"GBON:Operational, GOS General:Operational, RBON:Operational, WRO:Operational",	2024-07-30,Ancuta MANEA
TITU,,	1951-08-11,,Operational,Operational,Land (fixed),0-20000-0-15419|primary,Europe,,Romania,44.652858712,25.5792011539,159.03,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR; AGRIMET; PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
TOPLITA,,	1953-05-01,,Operational,Partly operational,Land (fixed),0-20000-0-15107|primary,Europe,,Romania,46.9263921762,25.3599048511,687,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
TULCEA,,	1904-06-01,,Operational,Operational,Land (fixed),0-20000-0-15335|primary,Europe,,Romania,45.1905064849,28.8241607619,4.36,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,,92|195,"GBON:Operational, RBON:Operational",	2024-07-25,Ancuta MANEA
TURDA,,	1941-01-01,,Operational,Operational,Land (fixed),0-20000-0-15143|primary,Europe,,Romania,46.5830478134,23.791249006,427,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-31,Ancuta MANEA
TURNU-MAGURELE,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15490|primary,Europe,,Romania,43.7602777778,24.8783333333,30.64,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;AGRIMET;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
URZICENI,,	1944-01-01,,Operational,Operational,Land (fixed),0-20000-0-15402|primary,Europe,,Romania,44.7217357495,26.6572078568,60,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
VARADIA DE MURES,,	1954-01-01,,Operational,Operational,Land (fixed),0-20000-0-15204|primary,Europe,,Romania,46.0192079273,22.1509534266,156,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
VARFU OMU,,	1928-01-01,,Operational,Operational,Land (fixed),0-20000-0-15280|primary,Europe,,Romania,45.4457927989,25.456690976,2504,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;MONT;M/B;SUNDUR;SNOW;CLIMAT( C); RBSN;RBCN (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station; Snow survey.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,,"GBON:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
VASLUI,,	1893-12-01,,Operational,Operational,Land (fixed),0-20000-0-15154|primary,Europe,,Romania,46.6461181829,27.7144460799,116,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
VIDELE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-15455|primary,Europe,,Romania,44.282867058,25.5370038888,106.18,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
VLADEASA 1800,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-15119|primary,Europe,,Romania,46.7592547489,22.7941829277,1836,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;MONT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
VOINEASA,,	1953-06-15,,Operational,Operational,Land (fixed),0-20000-0-15319|primary,Europe,,Romania,45.4111963067,23.9670060623,573,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
ZALAU,,	1935-09-01,,Operational,Operational,Land (fixed),0-20000-0-15063|primary,Europe,,Romania,47.1948817857,23.0467374013,295,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
ZIMNICEA,,	1979-11-01,,Operational,Operational,Land (fixed),0-20000-0-15498|primary,Europe,,Romania,43.661515743,25.3536153412,33.63,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
